Masses,log(age),log(T_MS),remanent_mass,remanent_ID,actual
0.3107711444486708,1.68943569218731,11.26889828217857,0.42787405474490514,2,MS
0.10364823581621385,9.860338029713482,12.461095213949513,0.4052976577039673,2,MS
0.629398914543275,9.551761620617743,10.502685026008031,0.462604481685217,2,MS
0.09332596416715795,2.5457563881666188,12.574993786512092,0.4041725300942202,2,MS
0.09310861952760426,7.744450060648232,12.57752528089797,0.4041488395285089,2,MS
0.08212401207923953,4.522943383330276,12.713824604497164,0.40295151731663714,2,MS
0.36063487851811765,4.011553706756433,11.107330682834373,0.43330920175847487,2,MS
1.226829520624568,7.847589619504772,9.778039455847408,0.527724417748078,2,MS
0.11759712148498126,4.467753150351609,12.324008271723015,0.406818086241863,2,MS
0.1548004491620023,0.5886270481573141,12.025569458805036,0.4108732489586583,2,MS
0.13875071939117312,7.387287920072797,12.14441189120138,0.40912382841363787,2,MS
0.7323592322009491,0.6753146331020177,10.338189598265254,0.47382715630990346,2,MS
0.41700543443088706,6.387155961440954,10.94964571311736,0.4394535923529667,2,MS
0.08079784071909281,7.206191517008983,12.731500613419765,0.4028069646383811,2,MS
0.19815601874311164,9.745050359917501,11.757481829934068,0.4155990060429992,2,MS
0.11452643511058477,5.055477727119083,12.352735643625323,0.40648338142705376,2,MS
0.4397638792580438,6.758004132569195,10.891951112535484,0.4419342628391268,2,MS
0.13628302215132207,8.826631690225003,12.163895610693153,0.4088548494144941,2,MS
0.08085141207257394,3.1253385587103666,12.730780976809793,0.40281280391591057,2,MS
0.15953032753417157,9.395685162439412,11.992891857869413,0.4113888057012247,2,MS
0.5488187131238728,6.682244754589508,10.651427722171439,0.45382123973050215,2,MS
1.1950074903072152,6.688441997666357,9.806573431373508,0.5242558164434865,2,MS
0.14788718882092894,9.211013367663046,12.075173616146408,0.41011970358148125,2,MS
0.1327486375255643,1.7077343345469376,12.192424819084515,0.40846960149028655,2,MS
0.4986838832503597,2.4680360533012893,10.75543666832786,0.4483565432742892,2,MS
0.11778182330765302,4.840575590354156,12.32230431729925,0.4068382187405342,2,MS
0.19152569204011985,6.8931592383078355,11.794432399371091,0.41487630043237306,2,MS
0.11306324733454773,3.7819219553208585,12.36669636288005,0.4063238939594657,2,MS
0.09908073407040167,9.61634983967566,12.510026961171704,0.40479980001367377,2,MS
0.7799839381042244,8.626625909971468,10.269785851172923,0.47901824925336045,2,MS
0.73801722163996,2.3229404262221474,10.329833759480543,0.47444387715875563,2,MS
0.1595510296934568,4.849288518972234,11.992750971644787,0.41139106223658684,2,MS
3.434674493308703,7.847002892542849,8.66028603767433,0.7683795197706487,2,MS
0.5272438901739536,3.64696276055804,10.694971110664465,0.451469584028961,2,MS
0.1417888887640435,9.88782679933476,12.120894502881223,0.40945498887528076,2,MS
0.1014831723129608,3.0352999303666928,12.484014913527222,0.4050616657821127,2,MS
1.6795479634499555,5.630787048687866,9.437018973357196,0.5770707280160452,2,MS
0.08827998239299403,1.819305594646311,12.635344405320652,0.4036225180808364,2,MS
0.2785709778426999,2.6757518616516993,11.38766032835256,0.4243642365848543,2,MS
0.7896843062309843,3.4023419525538157,10.256366232101094,0.48007558937917727,2,MS
0.1753758481366992,0.8591725286377216,11.890075539157746,0.4131159674469002,2,MS
0.5942270523582068,2.0074482156315354,10.565118951751383,0.4587707487070446,2,MS
0.6052873611936505,7.27456637262822,10.545095985882595,0.4599763223701079,2,MS
0.3358625846235216,6.288681183043742,11.18459593559234,0.43060902172396387,2,MS
0.22283909482705677,2.608104796103735,11.630021535785625,0.4182894613361492,2,MS
0.7449428028779027,5.142561667432458,10.319692678357834,0.47519876551369145,2,MS
0.1001693971166661,0.5072453102534291,12.498162350198367,0.4049184642857166,2,MS
0.23556132303588212,7.51302700860915,11.569740037800079,0.4196761842109112,2,MS
0.18581319052119505,9.181376586413844,11.827308648794135,0.4142536377668103,2,MS
0.8431574330306062,9.721027132273449,10.185228317551784,0.4859041602003361,2,MS
0.16481848342190347,1.2197089800881011,11.957485215850621,0.4119652146929875,2,MS
0.2967914966716676,9.350884241577601,11.31887136530088,0.4263502731372118,2,MS
0.12329103872866878,7.443264142221587,12.272671221165238,0.40743872322142494,2,MS
0.09157380712289029,3.87285829846983,12.595571824801338,0.40398154497639505,2,MS
0.520093627452731,1.3371681208957342,10.709796168673233,0.4506902053923477,2,MS
0.12061189138858303,8.247565511511946,12.296524680119592,0.40714669616135557,2,MS
0.2429109595926432,1.5996003065195152,11.536382225922187,0.42047729459559813,2,MS
